,Province,Pollutant,Year,Value,Per Capita,By Capita
668,MB,NOX,2003,69481.46752221696,1162089.5,0.059790117303544145
669,MB,VOC,2003,77944.72558480057,1162089.5,0.06707291098043702
670,NB,NH3,2003,5583.594990444116,749351.75,0.007451233670227788
671,NB,CO,2003,241749.24515186052,749351.75,0.32261117045747945
672,NB,SOX,2003,110720.85353204946,749351.75,0.14775551472596074
673,NB,NOX,2003,79852.20766913038,749351.75,0.10656171506789752
674,NB,VOC,2003,59882.70510514399,749351.75,0.07991267799820845
675,NS,NH3,2003,4664.365817617882,936954.0,0.004978222855783616
676,NS,CO,2003,219309.264235009,936954.0,0.23406620200672498
677,NS,SOX,2003,184118.2910078735,936954.0,0.1965072895871873
678,NS,NOX,2003,96231.418198575,936954.0,0.10270666243868429
679,NS,VOC,2003,50674.73066832164,936954.0,0.05408454488515086
680,QC,NH3,2003,66670.56911640572,7480688.25,0.008912357645221443
681,QC,CO,2003,1779960.1024675192,7480688.25,0.23794068713764663
682,QC,SOX,2003,266079.0425738999,7480688.25,0.03556879175841874
683,QC,NOX,2003,324281.2184795011,7480688.25,0.043349115434599364
684,QC,VOC,2003,371202.5653075436,7480688.25,0.04962144563470395
685,SK,NH3,2003,79666.24959408662,996232.5,0.07996752725301234
686,SK,CO,2003,475420.8607557692,996232.5,0.4772187825189092
687,SK,SOX,2003,147605.80367019438,996232.5,0.1481640115838365
688,SK,NOX,2003,173636.09652775683,996232.5,0.17429274444244375
689,SK,VOC,2003,240782.867616596,996232.5,0.24169344768073314
690,NL,NH3,2003,1121.9201065031498,518820.25,0.0021624447127943634
691,NL,CO,2003,118698.66978083205,518820.25,0.2287857302810213
692,NL,SOX,2003,54455.23553607224,518820.25,0.1049597341970986
693,NL,NOX,2003,62657.03962440597,518820.25,0.12076830005075162
694,NL,VOC,2003,32614.475412974847,518820.25,0.06286276492287039
695,PE,NH3,2003,3600.4188743548675,137212.25,0.026239777238219384
696,PE,CO,2003,38079.09840960889,137212.25,0.27751967050761783
697,PE,SOX,2003,2487.552866855326,137212.25,0.018129233117708705
698,PE,NOX,2003,7422.541951179388,137212.25,0.05409533005383548
699,PE,VOC,2003,7768.584446017187,137212.25,0.05661728049803998
700,AB,NH3,2004,137301.1888117309,3233030.0,0.042468269336112224
701,AB,CO,2004,1383843.872199306,3233030.0,0.42803310584785975
702,AB,SOX,2004,460344.60437018535,3233030.0,0.14238797795572122
703,AB,NOX,2004,673894.1361266741,3233030.0,0.20844042156326237
704,AB,VOC,2004,586015.7912882771,3233030.0,0.18125900201615114
705,BC,NH3,2004,24867.369304146465,4152339.5,0.00598876110783968
706,BC,CO,2004,1404280.1154602463,4152339.5,0.3381901011370208
707,BC,SOX,2004,71837.34705743834,4152339.5,0.017300451241387738
708,BC,NOX,2004,309875.8561902384,4152339.5,0.074626811268741
709,BC,VOC,2004,278032.8688500735,4152339.5,0.06695812537728996
710,ON,NH3,2004,105587.83771730724,12369015.25,0.008536478901770877
711,ON,CO,2004,2339438.532122806,12369015.25,0.18913700766298322
712,ON,SOX,2004,527485.6099768932,12369015.25,0.04264572395744222
713,ON,NOX,2004,562197.282154124,12369015.25,0.045452064759490374
714,ON,VOC,2004,594072.4707137287,12369015.25,0.04802908386047375
715,MB,NH3,2004,58058.27106445188,1171479.0,0.04955980522438036
716,MB,CO,2004,280882.0023357539,1171479.0,0.2397669973902681
717,MB,SOX,2004,383288.9334707773,1171479.0,0.32718378517308233
718,MB,NOX,2004,67179.7678688485,1171479.0,0.057346113646807584
719,MB,VOC,2004,77735.48460516497,1171479.0,0.06635670345363849
720,NB,NH3,2004,5674.618101856227,749297.0,0.007573256134558429
721,NB,CO,2004,240388.17357564348,749297.0,0.3208182784338433
722,NB,SOX,2004,112785.9995298864,749297.0,0.15052242239043584
723,NB,NOX,2004,76795.55272286739,749297.0,0.102490137719579
724,NB,VOC,2004,59986.77189708205,749297.0,0.08005740300185647
725,NS,NH3,2004,4634.4312974320255,939332.0,0.0049337521743452
726,NS,CO,2004,207243.2943168725,939332.0,0.22062837667286167
727,NS,SOX,2004,183568.08558762664,939332.0,0.19542407326443328
728,NS,NOX,2004,94490.0735038002,939332.0,0.10059283991581273
729,NS,VOC,2004,50102.50600461768,939332.0,0.05333844264287566
730,QC,NH3,2004,68643.32992920426,7529977.75,0.009116007006687937
731,QC,CO,2004,1738461.3288793718,7529977.75,0.2308720406085359
732,QC,SOX,2004,260449.2681514712,7529977.75,0.03458831842517346
733,QC,NOX,2004,314169.67046782054,7529977.75,0.04172252308020705
734,QC,VOC,2004,373831.0366332188,7529977.75,0.04964570268925679
735,SK,NH3,2004,83829.72945242604,996978.5,0.08408378861974058
736,SK,CO,2004,458204.1237915268,996978.5,0.4595927833865292
737,SK,SOX,2004,148582.8098587011,996978.5,0.14903311341087205
738,SK,NOX,2004,172841.9687395166,996978.5,0.1733657934845301
739,SK,VOC,2004,243646.6210500245,996978.5,0.24438503041943682
740,NL,NH3,2004,1116.2766029386034,517752.0,0.002156006356206453
741,NL,CO,2004,110431.78577100528,517752.0,0.21329089172230195
742,NL,SOX,2004,49405.12020171081,517752.0,0.09542236476481174
743,NL,NOX,2004,57056.79966917122,517752.0,0.11020102224457118
744,NL,VOC,2004,31020.89995327968,517752.0,0.05991459222423029
745,PE,NH3,2004,3709.513396501229,137628.5,0.026953090359200522
746,PE,CO,2004,40220.34961115803,137628.5,0.292238523352053
747,PE,SOX,2004,3681.071988881565,137628.5,0.02674643688539485
748,PE,NOX,2004,7542.337785966773,137628.5,0.05480215061536508
749,PE,VOC,2004,8353.423294662678,137628.5,0.06069544676184568
750,AB,NH3,2005,140536.8231305167,3310397.5,0.04245315649571289
751,AB,CO,2005,1278700.4085667166,3310397.5,0.3862679356683651
752,AB,SOX,2005,460387.8603268887,3310397.5,0.13907328661494237
753,AB,NOX,2005,659924.4411432793,3310397.5,0.199349002995344
754,AB,VOC,2005,589724.6197307677,3310397.5,0.17814314435978387
755,BC,NH3,2005,25157.41696192914,4191427.25,0.006002112278563141
756,BC,CO,2005,1184191.9814880388,4191427.25,0.2825271466868568
757,BC,SOX,2005,65170.85023986548,4191427.25,0.015548605845387267
758,BC,NOX,2005,285108.1199406412,4191427.25,0.06802172695246976
759,BC,VOC,2005,255739.56282177803,4191427.25,0.061014911524893585
760,ON,NH3,2005,101612.7294314406,12508006.75,0.008123814726230508
761,ON,CO,2005,2082552.8339548428,12508006.75,0.16649757835754628
762,ON,SOX,2005,500353.8182058007,12508006.75,0.0400026821384471
763,ON,NOX,2005,538745.0453593504,12508006.75,0.04307201428072066
764,ON,VOC,2005,586758.6632459441,12508006.75,0.04691064491518156
765,MB,NH3,2005,55415.49126414799,1177671.5,0.04705513486922965
766,MB,CO,2005,258579.08933985457,1177671.5,0.2195680963153601
767,MB,SOX,2005,397171.9901197856,1177671.5,0.33725193325964464
768,MB,NOX,2005,66465.3129038366,1177671.5,0.05643790556520779
769,MB,VOC,2005,81055.381811961,1177671.5,0.06882681784518092
770,NB,NH3,2005,5663.548261388308,748356.0,0.007567986708716584
771,NB,CO,2005,214054.6882908808,748356.0,0.2860332359076172
772,NB,SOX,2005,92979.17409172418,748356.0,0.12424457623340253
773,NB,NOX,2005,70289.64151028657,748356.0,0.09392540650477389
774,NB,VOC,2005,53964.4163123107,748356.0,0.07211062156555262
775,NS,NH3,2005,4552.2065321595055,938471.25,0.004850661682134115
776,NS,CO,2005,190488.65814619983,938471.25,0.20297761721118238
777,NS,SOX,2005,150102.99061073846,938471.25,0.1599441545073847
778,NS,NOX,2005,89864.57754414942,938471.25,0.09575634580617086
779,NS,VOC,2005,49287.40680184124,938471.25,0.052518824419865016
780,QC,NH3,2005,67601.25515038022,7576823.75,0.008922110026695582
781,QC,CO,2005,1564427.1870825875,7576823.75,0.2064753303892792
782,QC,SOX,2005,220495.71123696456,7576823.75,0.029101338306432765
783,QC,NOX,2005,292840.7235636912,7576823.75,0.038649536167934644
784,QC,VOC,2005,361411.7491879815,7576823.75,0.04769963788427591
785,SK,NH3,2005,84043.0184468456,994395.0,0.08451673474509185
786,SK,CO,2005,406666.2692950118,994395.0,0.40895848158429177
787,SK,SOX,2005,148983.95973485278,994395.0,0.14982372169495298
788,SK,NOX,2005,172857.77336050698,994395.0,0.1738321022938641
789,SK,VOC,2005,238440.17921530563,994395.0,0.23978416948527057
790,NL,NH3,2005,1139.1104282424444,515056.0,0.002211624421892851
791,NL,CO,2005,105607.46108678158,515056.0,0.20504073554483704
792,NL,SOX,2005,48883.17670609041,515056.0,0.0949084695762993
793,NL,NOX,2005,58686.07255748084,515056.0,0.11394114922936698
794,NL,VOC,2005,31892.35822147514,515056.0,0.06192017610022044
795,PE,NH3,2005,3734.602407151813,137917.75,0.027078475447517184
796,PE,CO,2005,37765.115353212765,137917.75,0.273823458932681
797,PE,SOX,2005,2349.72700503579,137917.75,0.017037161678143606
798,PE,NOX,2005,6874.550380876918,137917.75,0.04984529098594574
799,PE,VOC,2005,8487.849752482605,137917.75,0.06154283805008859
800,AB,NH3,2006,138078.04250873503,3411000.75,0.040480214643381425
801,AB,CO,2006,1192713.6845471866,3411000.75,0.34966679047115035
802,AB,SOX,2006,428250.56688984286,3411000.75,0.12554983076149803
803,AB,NOX,2006,652543.7569066547,3411000.75,0.191305662101263
804,AB,VOC,2006,592127.6114556657,3411000.75,0.17359351546775992
805,BC,NH3,2006,21528.07901220215,4236599.25,0.005081452774227383
806,BC,CO,2006,1019781.5078473636,4236599.25,0.24070756936648272
807,BC,SOX,2006,65583.44409919913,4236599.25,0.015480209533436312
808,BC,NOX,2006,264441.2001467402,4236599.25,0.06241827100987666
809,BC,VOC,2006,232344.6582304473,4236599.25,0.05484225543174689
810,ON,NH3,2006,102643.94682651204,12642211.75,0.00811914472374757
811,ON,CO,2006,1944532.9436192864,12642211.75,0.15381271743208116
812,ON,SOX,2006,446972.2992604996,12642211.75,0.03535554601515827
813,ON,NOX,2006,484232.3455866296,12642211.75,0.03830281877588623
814,ON,VOC,2006,543175.9435433378,12642211.75,0.04296526227250843
815,MB,NH3,2006,58361.670749780256,1182274.5,0.049363892014739605
816,MB,CO,2006,245213.1090692045,1182274.5,0.207407931972824
817,MB,SOX,2006,390430.4686320983,1182274.5,0.3302367332054428
818,MB,NOX,2006,59596.08749118106,1182274.5,0.050407995343874086
819,MB,VOC,2006,79103.47182060988,1182274.5,0.06690787276610455
820,NB,NH3,2006,4772.791176931575,745979.0,0.006398023505931903
821,NB,CO,2006,210119.20133269925,745979.0,0.2816690568135286
822,NB,SOX,2006,60436.00323428326,745979.0,0.08101568976376447
823,NB,NOX,2006,61366.53003180855,745979.0,0.08226307983443039
824,NB,VOC,2006,49961.1405351696,745979.0,0.06697392357582399
825,NS,NH3,2006,4351.342644763634,937677.25,0.004640554780190768
826,NS,CO,2006,177281.3717220738,937677.25,0.18906438406399834
827,NS,SOX,2006,124488.07381961169,937677.25,0.1327621778384958
828,NS,NOX,2006,75504.25958811947,937677.25,0.08052265274444856
829,NS,VOC,2006,44309.29144255565,937677.25,0.047254309990517156
830,QC,NH3,2006,64224.07135417954,7626205.25,0.00842149788116174
831,QC,CO,2006,1499335.372293136,7626205.25,0.196603071008761
832,QC,SOX,2006,186828.03564118288,7626205.25,0.02449816514460883
833,QC,NOX,2006,268179.2903652213,7626205.25,0.03516549601982209
834,QC,VOC,2006,332377.35492208565,7626205.25,0.04358358371250048
835,SK,NH3,2006,80035.94268499562,992285.0,0.0806582208589222
836,SK,CO,2006,411187.13102432166,992285.0,0.4143841043896881
837,SK,SOX,2006,135826.16484959028,992285.0,0.13688221110829074
838,SK,NOX,2006,166610.53149947454,992285.0,0.1679059257163764
839,SK,VOC,2006,232816.04464268236,992285.0,0.23462618566508853
840,NL,NH3,2006,904.6776032474704,511111.5,0.0017700200509037077
841,NL,CO,2006,101038.88165017066,511111.5,0.1976846180337767
842,NL,SOX,2006,44859.81851917979,511111.5,0.08776914336535137
843,NL,NOX,2006,53455.54948320695,511111.5,0.10458686506409454
844,NL,VOC,2006,28626.044374641697,511111.5,0.056007435509945865
845,PE,NH3,2006,3467.844194731675,137879.5,0.02515126755414456
846,PE,CO,2006,36807.32877691728,137879.5,0.26695287390016126
847,PE,SOX,2006,2207.5145420288977,137879.5,0.016010462338700807
848,PE,NOX,2006,6142.776766744547,137879.5,0.04455177721666054
849,PE,VOC,2006,8134.24415069938,137879.5,0.058995312216097245
850,AB,NH3,2007,140063.53230788346,3502793.25,0.03998624021211742
851,AB,CO,2007,1154640.544735931,3502793.25,0.3296342268376619
852,AB,SOX,2007,406947.06383835,3502793.25,0.11617787142828084
853,AB,NOX,2007,674084.7392267365,3502793.25,0.19244205727150368
854,AB,VOC,2007,576275.3541153171,3502793.25,0.16451880341933317
855,BC,NH3,2007,21929.854557585822,4286272.5,0.005116299665405273
856,BC,CO,2007,966698.8442143052,4286272.5,0.22553368788715725
857,BC,SOX,2007,63996.48966519895,4286272.5,0.014930569548529391
858,BC,NOX,2007,263418.6530193879,4286272.5,0.061456347681904944
859,BC,VOC,2007,222012.27519700569,4286272.5,0.05179611776829534
860,ON,NH3,2007,100540.34632964122,12750395.0,0.007885273070335564
861,ON,CO,2007,1905567.3748188836,12750395.0,0.14945163462142808
862,ON,SOX,2007,418310.70745775744,12750395.0,0.03280766654348806
863,ON,NOX,2007,464193.6635173786,12750395.0,0.03640621827930653
864,ON,VOC,2007,529903.4665700393,12750395.0,0.04155976866364056
865,MB,NH3,2007,58139.11616917103,1188018.5,0.04893788789414561
866,MB,CO,2007,223685.79089787087,1188018.5,0.1882847707319969
867,MB,SOX,2007,397805.0600583623,1188018.5,0.3348475297803547
868,MB,NOX,2007,59757.71618138886,1188018.5,0.05030032460049137
869,MB,VOC,2007,74991.72933829157,1188018.5,0.0631233683131126
870,NB,NH3,2007,4543.817642839976,745340.5,0.006096297789855745
871,NB,CO,2007,203928.6391955406,745340.5,0.27360466685433116
872,NB,SOX,2007,67454.908897279,745340.5,0.09050213814663098
873,NB,NOX,2007,58689.18264221796,745340.5,0.07874143782904318
874,NB,VOC,2007,49087.75932907562,745340.5,0.06585950894802525
875,NS,NH3,2007,4224.610000010973,935423.0,0.004516256281929109
876,NS,CO,2007,174702.9275677172,935423.0,0.1867635578425132
877,NS,SOX,2007,126901.0209632231,935423.0,0.13566164287517316
878,NS,NOX,2007,70763.70708966386,935423.0,0.07564888514571895
879,NS,VOC,2007,44768.01318279486,935423.0,0.04785857647587761
880,QC,NH3,2007,67293.11595140157,7685514.25,0.008755837769919114
881,QC,CO,2007,1554763.5721833778,7685514.25,0.20229792328904703
882,QC,SOX,2007,167190.08225092207,7685514.25,0.021753922614992493
883,QC,NOX,2007,262139.8989946894,7685514.25,0.03410830953760698
884,QC,VOC,2007,338995.77007324644,7685514.25,0.04410840433654084
885,SK,NH3,2007,82477.46445191129,1000533.25,0.0824335067844185
886,SK,CO,2007,432487.6370636645,1000533.25,0.43225713594592136
887,SK,SOX,2007,146069.69284932088,1000533.25,0.14599184269920154
888,SK,NOX,2007,179399.70466691314,1000533.25,0.1793040907605151
889,SK,VOC,2007,238033.05630185845,1000533.25,0.23790619282453476
890,NL,NH3,2007,934.9875904281412,509695.75,0.0018344033483271955
891,NL,CO,2007,108612.01072323191,509695.75,0.2130918508212633
892,NL,SOX,2007,43822.76448788376,509695.75,0.08597828113709749
893,NL,NOX,2007,54989.66637608261,509695.75,0.10788723738834906
894,NL,VOC,2007,35561.1117902749,509695.75,0.06976929234798387
895,PE,NH3,2007,3306.742191906817,137805.75,0.023995676464202816
896,PE,CO,2007,38472.49349130616,137805.75,0.2791791597324942
897,PE,SOX,2007,1745.7183292323816,137805.75,0.012667964357310066
898,PE,NOX,2007,5921.656395786297,137805.75,0.042971040002222675
899,PE,VOC,2007,8897.10783411235,137805.75,0.06456267488194324
900,AB,NH3,2008,138610.94087225283,3582850.5,0.038687335927706956
901,AB,CO,2008,1145371.1686651632,3582850.5,0.3196815409030221
902,AB,SOX,2008,382065.4206025985,3582850.5,0.10663727682821221
903,AB,NOX,2008,680535.9776006247,3582850.5,0.1899426106672954
904,AB,VOC,2008,565034.7073398363,3582850.5,0.15770535425350188
905,BC,NH3,2008,21971.572121546706,4342952.75,0.005059132204822331
906,BC,CO,2008,870442.3933821984,4342952.75,0.2004264019179574
907,BC,SOX,2008,66145.00399562388,4342952.75,0.015230422204253517
908,BC,NOX,2008,250949.09114168247,4342952.75,0.0577830581144781
909,BC,VOC,2008,210241.6033764877,4342952.75,0.04840982978147476
910,ON,NH3,2008,90018.3148437233,12866362.25,0.006996407616591341
911,ON,CO,2008,1841020.0162951432,12866362.25,0.1430878425869863
912,ON,SOX,2008,365447.40598234616,12866362.25,0.028403320136765633
913,ON,NOX,2008,434339.5516428845,12866362.25,0.03375775865807637
914,ON,VOC,2008,518308.6353717286,12866362.25,0.040284007655056395
915,MB,NH3,2008,57285.05354016318,1196348.25,0.0478832593604439
916,MB,CO,2008,253904.9139715216,1196348.25,0.21223328071196795
917,MB,SOX,2008,349219.25794857804,1196348.25,0.29190434971470725
918,MB,NOX,2008,61156.24106361297,1196348.25,0.05111909601874953
919,MB,VOC,2008,74713.35611728604,1196348.25,0.06245117683524512
920,NB,NH3,2008,4388.618836795378,746866.75,0.00587603991849333
921,NB,CO,2008,196183.1829925389,746866.75,0.2626749456881551
922,NB,SOX,2008,46252.63679627466,746866.75,0.06192890069918718
923,NB,NOX,2008,52807.6508796174,746866.75,0.07070558554068367
924,NB,VOC,2008,48691.26672816704,746866.75,0.06519404797196694
925,NS,NH3,2008,4102.16337257798,936013.0,0.004382592306493585
926,NS,CO,2008,165246.8336428203,936013.0,0.17654331044848767
927,NS,SOX,2008,124540.47945011678,936013.0,0.13305421981331111
928,NS,NOX,2008,63129.56888537872,936013.0,0.0674451838653723
929,NS,VOC,2008,43057.004698235214,936013.0,0.046000434500626824
930,QC,NH3,2008,65494.05473255437,7753515.0,0.008447014642075803
931,QC,CO,2008,1526054.089071009,7753515.0,0.19682093722279626
932,QC,SOX,2008,150797.84375523977,7753515.0,0.01944896524418148
933,QC,NOX,2008,251024.0432560171,7753515.0,0.032375515267077846
934,QC,VOC,2008,324631.18979526433,7753515.0,0.041868905882720846
935,SK,NH3,2008,87707.21245672296,1015934.75,0.08633154093481196
936,SK,CO,2008,413716.3549169435,1015934.75,0.4072272898598493
937,SK,SOX,2008,128821.9484702454,1015934.75,0.12680139986376626
938,SK,NOX,2008,174614.44308171005,1015934.75,0.17187564760602003
939,SK,VOC,2008,245699.1496853477,1015934.75,0.24184540363969997
940,NL,NH3,2008,941.896035468174,511819.75,0.0018402885693023256
941,NL,CO,2008,108013.021096368,511819.75,0.21103722764971067
942,NL,SOX,2008,40362.2579950008,511819.75,0.078860297975998
943,NL,NOX,2008,53334.95007469226,511819.75,0.10420651034801266
944,NL,VOC,2008,34111.70138279476,511819.75,0.06664788020156463
945,PE,NH3,2008,3068.2805395994224,138600.0,0.02213766623087606
946,PE,CO,2008,32911.79137877368,138600.0,0.23745881225666438
947,PE,SOX,2008,2123.3254259892874,138600.0,0.015319808268320977
948,PE,NOX,2008,5147.722823657579,138600.0,0.03714085731354675
949,PE,VOC,2008,7866.134209645363,138600.0,0.05675421507680637
950,AB,NH3,2009,132991.51611707473,3667752.25,0.036259678149491895
951,AB,CO,2009,1132508.4215766145,3667752.25,0.3087745148480556
952,AB,SOX,2009,371621.66225775576,3667752.25,0.10132136440179561
953,AB,NOX,2009,670909.267392054,3667752.25,0.18292109762649697
954,AB,VOC,2009,511333.7147765916,3667752.25,0.139413373620476
955,BC,NH3,2009,21077.93749166181,4404775.25,0.004785246986588432
956,BC,CO,2009,850142.7759272272,4404775.25,0.19300480221487515
957,BC,SOX,2009,65765.48338695148,4404775.25,0.014930496938964475
958,BC,NOX,2009,231240.08421156043,4404775.25,0.0524975897945214
959,BC,VOC,2009,198631.41837841875,4404775.25,0.0450945637642735
960,ON,NH3,2009,94051.49307609705,12983599.0,0.007243869213466701
961,ON,CO,2009,1735389.2195626274,12983599.0,0.13366010607402673
962,ON,SOX,2009,196195.89559720727,12983599.0,0.0151110563101346
963,ON,NOX,2009,383652.5273492953,12983599.0,0.029549012361618325
964,ON,VOC,2009,466604.76251676463,12983599.0,0.035938013991094815
965,MB,NH3,2009,53950.77449772192,1206536.75,0.04471540091731306
966,MB,CO,2009,201306.67320287388,1206536.75,0.16684669837273824
967,MB,SOX,2009,289729.795633791,1206536.75,0.24013341958609302
968,MB,NOX,2009,51443.1341331125,1206536.75,0.04263702214881768
969,MB,VOC,2009,68805.74837061568,1206536.75,0.05702747833467624
970,NB,NH3,2009,4221.744013132929,749639.0,0.0056317027437645705
971,NB,CO,2009,176848.14975429155,749639.0,0.23591108487457502
972,NB,SOX,2009,51097.67729493135,749639.0,0.06816304553916132
973,NB,NOX,2009,48719.84210604441,749639.0,0.06499107184397344
974,NB,VOC,2009,45697.646988010136,749639.0,0.06095953784156125
975,NS,NH3,2009,3923.0371572430304,938380.0,0.004180648732116019
976,NS,CO,2009,148188.81169778615,938380.0,0.15791983172892235
977,NS,SOX,2009,116011.84717316828,938380.0,0.12362992303029506
978,NS,NOX,2009,56848.96243438911,938380.0,0.06058202693406627
979,NS,VOC,2009,41086.46230489815,938380.0,0.04378446077804104
980,QC,NH3,2009,63031.75639763256,7832720.25,0.00804723702440829
981,QC,CO,2009,1446886.2450940325,7832720.25,0.18472333990148984
982,QC,SOX,2009,136887.70491376412,7832720.25,0.01747639396591039
983,QC,NOX,2009,232683.58442844375,7832720.25,0.02970661239030511
984,QC,VOC,2009,307932.0694959109,7832720.25,0.039313553869859054
985,SK,NH3,2009,82328.19520696744,1032566.75,0.07973159624495699
986,SK,CO,2009,408300.568427068,1032566.75,0.3954229287618142
987,SK,SOX,2009,134951.2206133364,1032566.75,0.13069491208518616
988,SK,NOX,2009,175476.9001032982,1032566.75,0.16994242755085634
989,SK,VOC,2009,238678.62694708267,1032566.75,0.23115079673743386
990,NL,NH3,2009,932.0593869965276,516169.5,0.0018057234822989883
991,NL,CO,2009,101127.08727626476,516169.5,0.19591837037303592
992,NL,SOX,2009,28920.23421951018,516169.5,0.05602856081095489
993,NL,NOX,2009,47400.67203151977,516169.5,0.0918316018895339
994,NL,VOC,2009,29493.099047908745,516169.5,0.05713839939769542
995,PE,NH3,2009,2760.262404090508,139711.0,0.01975694400648845
996,PE,CO,2009,30785.89202185001,139711.0,0.22035410255348548
997,PE,SOX,2009,1820.6910324897613,139711.0,0.013031837382094189
998,PE,NOX,2009,5419.177703948296,139711.0,0.038788482681737985
999,PE,VOC,2009,7480.75352254831,139711.0,0.05354448484763769
1000,AB,NH3,2010,130683.29517893116,3724137.0,0.03509089358928825
1001,AB,CO,2010,1075646.3948661848,3724137.0,0.2888310486070155
1002,AB,SOX,2010,358307.9380092149,3724137.0,0.09621234074074474
1003,AB,NOX,2010,701315.0799933256,3724137.0,0.18831613337353745
1004,AB,VOC,2010,490236.5949499055,3724137.0,0.13163763710892096
1005,BC,NH3,2010,20603.15514931172,4461057.0,0.004618446962079103
1006,BC,CO,2010,794834.0327907501,4461057.0,0.17817168280762835
1007,BC,SOX,2010,65317.09857691496,4461057.0,0.014641619368888352
1008,BC,NOX,2010,230546.0998839865,4461057.0,0.051679702788820336
1009,BC,VOC,2010,196698.1994724488,4461057.0,0.044092285633752
1010,ON,NH3,2010,91985.10351120686,13117914.5,0.007012174344573359
1011,ON,CO,2010,1692040.863012221,13117914.5,0.1289870324289902
1012,ON,SOX,2010,254217.835906264,13117914.5,0.019379439918308965
1013,ON,NOX,2010,384467.939911805,13117914.5,0.02930861760928576
1014,ON,VOC,2010,462475.21323302935,13117914.5,0.0352552391794465
1015,MB,NH3,2010,55411.523422876446,1218996.25,0.045456680791984755
1016,MB,CO,2010,213354.30579200308,1218996.25,0.17502457927331858
1017,MB,SOX,2010,195732.0878217109,1218996.25,0.16056824442381254
1018,MB,NOX,2010,49076.265155012064,1218996.25,0.04025957024479121
1019,MB,VOC,2010,70387.46789699658,1218996.25,0.057742152936890966
1020,NB,NH3,2010,4094.6458026210616,752656.0,0.005440261955821865
1021,NB,CO,2010,183425.0549500337,752656.0,0.24370370388335932
1022,NB,SOX,2010,32025.936434446598,752656.0,0.04255056285267984
1023,NB,NOX,2010,47372.37664529698,752656.0,0.06294027636170704
1024,NB,VOC,2010,47088.01725521535,752656.0,0.06256246845200909
1025,NS,NH3,2010,3773.565502305537,942007.0,0.004005878408871204
1026,NS,CO,2010,139777.48535492245,942007.0,0.14838263978391078
1027,NS,SOX,2010,75432.19419580903,942007.0,0.08007604422876798
1028,NS,NOX,2010,55558.7272294391,942007.0,0.058979102309684645
1029,NS,VOC,2010,39810.39161827055,942007.0,0.0422612481842179
1030,QC,NH3,2010,61848.26541930892,7918321.25,0.007810780020993581
1031,QC,CO,2010,1397942.14650581,7918321.25,0.1765452679134242
1032,QC,SOX,2010,138408.36056171815,7918321.25,0.01747950811691533
1033,QC,NOX,2010,218904.6219182501,7918321.25,0.027645332262599236
1034,QC,VOC,2010,292687.4162165156,7918321.25,0.03696331671520849
1035,SK,NH3,2010,79919.25958769882,1049327.25,0.07616237888389805
1036,SK,CO,2010,397409.6303541179,1049327.25,0.37872801869399453
1037,SK,SOX,2010,131621.20536503007,1049327.25,0.1254338962082897
1038,SK,NOX,2010,175065.89816043168,1049327.25,0.16683632123384928
1039,SK,VOC,2010,240204.76352033904,1049327.25,0.22891310934728804
1040,NL,NH3,2010,908.5924530250876,521590.25,0.0017419659455388354
1041,NL,CO,2010,91894.51905832252,521590.25,0.1761814356351993
1042,NL,SOX,2010,31687.114580799,521590.25,0.06075097182280344
1043,NL,NOX,2010,47254.71649299816,521590.25,0.09059739228829174
1044,NL,VOC,2010,27469.50529510873,521590.25,0.052664913301406095
1045,PE,NH3,2010,2552.0540300524285,141497.0,0.018036099917683263
1046,PE,CO,2010,26999.77875008197,141497.0,0.1908152027963983
1047,PE,SOX,2010,1478.7862302343465,141497.0,0.010451007655528715
1048,PE,NOX,2010,5126.194625062763,141497.0,0.03622829194302892
1049,PE,VOC,2010,6629.698059707038,141497.0,0.04685398319191953
1050,AB,NH3,2011,132641.48219304642,3779988.25,0.035090448281961305
1051,AB,CO,2011,1015160.0103461308,3779988.25,0.268561684112677
1052,AB,SOX,2011,343134.3155222252,3779988.25,0.0907765561234814
1053,AB,NOX,2011,691938.4815302572,3779988.25,0.18305307735553336
1054,AB,VOC,2011,478680.3220269855,3779988.25,0.1266353994690289
1055,BC,NH3,2011,19673.4470240708,4499639.0,0.0043722278662956734
1056,BC,CO,2011,736230.3884552313,4499639.0,0.16361987894033972
1057,BC,SOX,2011,71221.31596841455,4499639.0,0.0158282288797867
1058,BC,NOX,2011,231269.51503536143,4499639.0,0.05139734877294855
1059,BC,VOC,2011,167721.30573365907,4499639.0,0.03727439150866527
1060,ON,NH3,2011,89783.24662790581,13247672.25,0.0067772847133884834
1061,ON,CO,2011,1516717.5429271786,13247672.25,0.11448936192750228
1062,ON,SOX,2011,260818.3038419436,13247672.25,0.019687859038175073
1063,ON,NOX,2011,358342.29367760726,13247672.25,0.027049453437195902
1064,ON,VOC,2011,408032.8642833326,13247672.25,0.0308003441346711
1065,MB,NH3,2011,51792.81090235536,1231985.75,0.04204010549826194
1066,MB,CO,2011,184842.7947416889,1231985.75,0.15003647139724538
1067,MB,SOX,2011,128173.36137152616,1231985.75,0.10403802265693914
1068,MB,NOX,2011,48055.3296149968,1231985.75,0.039006400532633434
1069,MB,VOC,2011,65376.70512326271,1231985.75,0.05306612119763781
1070,NB,NH3,2011,4149.405179905034,755440.0,0.005492699856911249
1071,NB,CO,2011,183898.8180166844,755440.0,0.2434327253212491
